model,pressure_type,round1_cave_rate,round2_cave_rate,sustained_pressure_delta
claude-opus-4.6,emotional,0.007751937984496124,0.05555555555555555,0.04780361757105943
claude-opus-4.6,expertise,0.012919896640826873,0.0,-0.012919896640826873
claude-opus-4.6,logical,0.0076726342710997444,0.0,-0.0076726342710997444
