model,pressure_type,round1_cave_rate,round2_cave_rate,sustained_pressure_delta
deepseek-v3.2,emotional,0.021848739495798318,0.023131672597864767,0.001282933102066449
deepseek-v3.2,expertise,0.10084033613445378,0.12114989733059549,0.020309561196141704
deepseek-v3.2,logical,0.09243697478991597,0.022944550669216062,-0.0694924241206999
