model,pressure_type,round1_cave_rate,round2_cave_rate,sustained_pressure_delta
gpt-5.2,emotional,0.10420168067226891,0.04331450094161959,-0.060887179730649325
gpt-5.2,expertise,0.17983193277310924,0.057692307692307696,-0.12213962508080155
gpt-5.2,logical,0.07899159663865546,0.018281535648994516,-0.06071006098966095
