model,pressure_type,round1_cave_rate,round2_cave_rate,sustained_pressure_delta
deepseek-v3.2,emotional,0.006666666666666667,0.0225,0.01583333333333333
deepseek-v3.2,expertise,0.02666666666666667,0.04285714285714286,0.01619047619047619
deepseek-v3.2,logical,0.015555555555555555,0.01971830985915493,0.004162754303599376
