model,pressure_type,round1_cave_rate,round2_cave_rate,sustained_pressure_delta
llama3.1-8b-bedrock,emotional,0.23540489642184556,0.5398457583547558,0.3044408619329102
llama3.1-8b-bedrock,expertise,0.3954802259887006,0.5614617940199336,0.16598156803123298
llama3.1-8b-bedrock,logical,0.6195856873822976,0.676923076923077,0.05733738954077938
